FPC Code,Mfg,Frame Name Cat,Color,Material,Mkd A,Mkd DBL,Tpl,,,,,,,,,,,,,,,
409717005689,PERC,MONDOTTICA HACKETT HEK1073,BLACK,METAL,54,18,145,,,,,,,,,,,,,,,
409717005573,PERC,MONDOTTICA HACKETT HEK1118,M DK GUN,METAL,56,18,145,,,,,,,,,,,,,,,
409717005603,PERC,MONDOTTICA HACKETT HEK1135,DEMI BLUE,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717005597,PERC,MONDOTTICA HACKETT HEK1135,FOREST,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717005610,PERC,MONDOTTICA HACKETT HEK1139,BLUE,PLASTIC,53,16,145,,,,,,,,,,,,,,,
409717005580,PERC,MONDOTTICA HACKETT HEK1139,BLACK,PLASTIC,53,16,145,,,,,,,,,,,,,,,
409717005634,PERC,MONDOTTICA HACKETT HEK1158,BLUE,PLASTIC,55,17,145,,,,,,,,,,,,,,,
409717005627,PERC,MONDOTTICA HACKETT HEK1158,DARK GUN,PLASTIC,55,17,145,,,,,,,,,,,,,,,
409717005665,PERC,MONDOTTICA HACKETT HEK1159,GUN,METAL,53,18,145,,,,,,,,,,,,,,,
409717005658,PERC,MONDOTTICA HACKETT HEK1159,NAVY,METAL,53,18,145,,,,,,,,,,,,,,,
409717005672,PERC,MONDOTTICA HACKETT HEK1161,TORTOISE,METAL,53,17,145,,,,,,,,,,,,,,,
409717005641,PERC,MONDOTTICA HACKETT HEK1161,BLACK,METAL,53,17,145,,,,,,,,,,,,,,,
409717005078,PERC,MCGEE VERA BRADLEY HILLARY,MIDNIGHT BLUES,PLASTIC,51,17,140,,,,,,,,,,,,,,,
409717004569,PERC,REM CONVERSE K004,BLACK,PLASTIC,50,17,135,,,,,,,,,,,,,,,
409717004576,PERC,REM CONVERSE K004,NAVY,PLASTIC,50,17,135,,,,,,,,,,,,,,,
409717004590,PERC,REM CONVERSE K006,PURPLE,METAL,46,16,130,,,,,,,,,,,,,,,
409717004583,PERC,REM CONVERSE K006,RED,METAL,46,16,130,,,,,,,,,,,,,,,
409717004637,PERC,REM CONVERSE K007,PINK,PLASTIC,49,15,130,,,,,,,,,,,,,,,
409717004620,PERC,REM CONVERSE K007,PURPLE,PLASTIC,49,15,130,,,,,,,,,,,,,,,
409717004682,PERC,REM CONVERSE K008,BLACK,METAL,49,16,130,,,,,,,,,,,,,,,
409717004699,PERC,REM CONVERSE K008,NAVY,METAL,49,16,130,,,,,,,,,,,,,,,
409717004705,PERC,REM CONVERSE K009,BLACK,PLASTIC,48,17,130,,,,,,,,,,,,,,,
409717004712,PERC,REM CONVERSE K009,NAVY,PLASTIC,48,17,130,,,,,,,,,,,,,,,
409717004736,PERC,REM CONVERSE K010,NAVY,PLASTIC,47,16,125,,,,,,,,,,,,,,,
409717004729,PERC,REM CONVERSE K010,BLACK,PLASTIC,47,16,125,,,,,,,,,,,,,,,
409717004743,PERC,REM CONVERSE K012,BLACK,PLASTIC,50,16,130,,,,,,,,,,,,,,,
409717004750,PERC,REM CONVERSE K012,BLUE GUN,PLASTIC,50,16,130,,,,,,,,,,,,,,,
409717004767,PERC,REM CONVERSE K013,BLACK,PLASTIC,47,16,130,,,,,,,,,,,,,,,
409717004774,PERC,REM CONVERSE K013,BLUE,PLASTIC,47,16,130,,,,,,,,,,,,,,,
409717004798,PERC,REM CONVERSE K015,BROWN,PLASTIC,50,16,135,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
409717004781,PERC,REM CONVERSE K015,BLACK,PLASTIC,50,16,135,,,,,,,,,,,,,,,
409717005115,PERC,MCGEE VERA BRADLEY LORRAINE,CLEMENTINE,METAL,52,15,135,,,,,,,,,,,,,,,
409717005122,PERC,MCGEE VERA BRADLEY LYNN,PETAL PAISLEY,METAL,54,17,135,,,,,,,,,,,,,,,
409717005696,PERC,ICONIK MARLEY,01 PURPLE TORTOISE,PLASTIC,52,14,135,,,,,,,,,,,,,,,
409717005702,PERC,ICONIK MARLEY,02 OLIVE TORTOISE,PLASTIC,52,14,135,,,,,,,,,,,,,,,
409717005177,PERC,L'AMY NICOLE MILLER NM BARROW,BLACK/BLACK,METAL,52,16,135,,,,,,,,,,,,,,,
409717005184,PERC,L'AMY NICOLE MILLER NM BARROW,EGGPLANT/PURPLE,METAL,52,16,135,,,,,,,,,,,,,,,
409717005238,PERC,L'AMY NICOLE MILLER NM BAXTER,BLACK,PLASTIC,51,15,135,,,,,,,,,,,,,,,
409717005245,PERC,L'AMY NICOLE MILLER NM BAXTER,BLONDE TORTOISE,PLASTIC,51,15,135,,,,,,,,,,,,,,,
409717005351,PERC,L'AMY NICOLE MILLER NM BROAD,BLACK,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717005368,PERC,L'AMY NICOLE MILLER NM BROAD,ROSE/FADE,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717005450,PERC,L'AMY NICOLE MILLER NM BROOME,BLACK FADE,PLASTIC,50,16,135,,,,,,,,,,,,,,,
409717005467,PERC,L'AMY NICOLE MILLER NM BROOME,GOLDENROD,PLASTIC,50,16,135,,,,,,,,,,,,,,,
409717005412,PERC,L'AMY NICOLE MILLER NM CHAMBERS,TORTOISE,PLASTIC,51,17,135,,,,,,,,,,,,,,,
409717005429,PERC,L'AMY NICOLE MILLER NM CHAMBERS,WISTERIA FADE,PLASTIC,51,17,135,,,,,,,,,,,,,,,
409717005207,PERC,L'AMY NICOLE MILLER NM CHARLTON,DUST ROSE,METAL,53,13,135,,,,,,,,,,,,,,,
409717005191,PERC,L'AMY NICOLE MILLER NM CHARLTON,BLACK,METAL,53,13,135,,,,,,,,,,,,,,,
409717005221,PERC,L'AMY NICOLE MILLER NM CORNELIA,PURPLE/BLUE,METAL,53,17,135,,,,,,,,,,,,,,,
409717005214,PERC,L'AMY NICOLE MILLER NM CORNELIA,ROSE/PINK,METAL,53,17,135,,,,,,,,,,,,,,,
409717005436,PERC,L'AMY NICOLE MILLER NM FIFTH,TORTOISE,PLASTIC,53,16,140,,,,,,,,,,,,,,,
409717005443,PERC,L'AMY NICOLE MILLER NM FIFTH,CHOCOLATE BROWN,PLASTIC,53,16,140,,,,,,,,,,,,,,,
409717005290,PERC,L'AMY NICOLE MILLER NM MERCER,BURGUNDY/TORTOISE,PLASTIC,51,16,135,,,,,,,,,,,,,,,
409717005306,PERC,L'AMY NICOLE MILLER NM MERCER,OLIVE HORN,PLASTIC,51,16,135,,,,,,,,,,,,,,,
409717005566,PERC,L'AMY NICOLE MILLER NM MOTT,MATTE DARK BROWN,METAL,51,18,135,,,,,,,,,,,,,,,
409717005559,PERC,L'AMY NICOLE MILLER NM MOTT,MATTE BLACK,METAL,51,18,135,,,,,,,,,,,,,,,
409717004934,PERC,REM CONVERSE P010,BRUSHED GUN,METAL,53,17,145,,,,,,,,,,,,,,,
409717004927,PERC,REM CONVERSE P010,BLACK,METAL,53,17,145,,,,,,,,,,,,,,,
409717004859,PERC,REM CONVERSE P011,BROWN HORN,PLASTIC,54,17,145,,,,,,,,,,,,,,,
409717004842,PERC,REM CONVERSE P011,BLACK,PLASTIC,54,17,145,,,,,,,,,,,,,,,
409717004866,PERC,REM CONVERSE P012,BLACK STRIPE,PLASTIC,52,17,150,,,,,,,,,,,,,,,
409717004873,PERC,REM CONVERSE P012,BROWN HORN,PLASTIC,52,17,150,,,,,,,,,,,,,,,
409717005047,PERC,MCGEE VERA BRADLEY PAULA,INDIGO POP,PLASTIC,50,16,130,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
409717005061,PERC,MCGEE VERA BRADLEY PEGGY,TUTTI FRUTTI,METAL,52,16,135,,,,,,,,,,,,,,,
409717004521,PERC,REM CONVERSE Q007,BLACK,PLASTIC,55,18,145,,,,,,,,,,,,,,,
409717004538,PERC,REM CONVERSE Q007,BROWN,PLASTIC,55,18,145,,,,,,,,,,,,,,,
409717004552,PERC,REM CONVERSE Q008,BROWN,PLASTIC,50,16,135,,,,,,,,,,,,,,,
409717004545,PERC,REM CONVERSE Q008,BLACK,PLASTIC,50,16,135,,,,,,,,,,,,,,,
409717004606,PERC,REM CONVERSE Q009,BLACK,PLASTIC,51,17,140,,,,,,,,,,,,,,,
409717004613,PERC,REM CONVERSE Q009,TORTOISE,PLASTIC,51,17,140,,,,,,,,,,,,,,,
409717004644,PERC,REM CONVERSE Q014,BLACK STRIPE,PLASTIC,51,19,140,,,,,,,,,,,,,,,
409717004651,PERC,REM CONVERSE Q014,TORTOISE,PLASTIC,51,19,140,,,,,,,,,,,,,,,
409717004958,PERC,REM CONVERSE Q037,TORTOISE,PLASTIC,53,15,140,,,,,,,,,,,,,,,
409717004941,PERC,REM CONVERSE Q037,BLACK,PLASTIC,53,15,140,,,,,,,,,,,,,,,
409717004972,PERC,TURA R902,SILVER BLUE,METAL,52,17,135,,,,,,,,,,,,,,,
409717004439,PERC,REM CONVERSE RANDOM,BLUE,METAL,52,18,135,,,,,,,,,,,,,,,
409717004422,PERC,REM CONVERSE RANDOM,BLACK,METAL,52,18,135,,,,,,,,,,,,,,,
409717005719,PERC,ICONIK SAM,01 BLACK/WHITE CRYSTAL,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717005726,PERC,ICONIK SAM,02 TORTOISE/BLUE,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717005108,PERC,MCGEE VERA BRADLEY TAMMIE,LOLA,PLASTIC,52,16,130,,,,,,,,,,,,,,,
409717004514,PERC,REM JOHN VARVATOS V137,BROWN HORN,METAL,52,19,140,,,,,,,,,,,,,,,
409717004507,PERC,REM JOHN VARVATOS V137,BLACK HORN,METAL,52,19,140,,,,,,,,,,,,,,,
409717004835,PERC,REM JOHN VARVATOS V150,ANT. GOLD,METAL,56,17,145,,,,,,,,,,,,,,,
409717004828,PERC,REM JOHN VARVATOS V150,ANT. GUN,METAL,56,17,145,,,,,,,,,,,,,,,
409717004897,PERC,REM JOHN VARVATOS V202 UF,BROWN UF,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717004880,PERC,REM JOHN VARVATOS V202 UF,BLACK/TORT UF,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717004903,PERC,REM JOHN VARVATOS V203 UF,BLACK/TORT UF,PLASTIC,54,18,145,,,,,,,,,,,,,,,
409717004910,PERC,REM JOHN VARVATOS V203 UF,BROWN UF,PLASTIC,54,18,145,,,,,,,,,,,,,,,
409717005733,PERC,REM JOHN VARVATOS V336,BROWN HORN,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717004804,PERC,REM JOHN VARVATOS V361 UF,BLACK TORT UF,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717004811,PERC,REM JOHN VARVATOS V361 UF,REDWOOD UF,PLASTIC,56,17,145,,,,,,,,,,,,,,,
409717005030,PERC,MCGEE VERA BRADLEY VB 3030,CAFFE LATTE,METAL,51,18,135,,,,,,,,,,,,,,,
409717004491,PERC,REM CONVERSE WAIT FOR ME,NAVY,METAL,46,16,125,,,,,,,,,,,,,,,
409717004484,PERC,REM CONVERSE WAIT FOR ME,BLACK,METAL,46,16,125,,,,,,,,,,,,,,,
409717004446,PERC,REM CONVERSE WHY,BLACK,PLASTIC,49,15,130,,,,,,,,,,,,,,,                                            
409717004453,PERC,REM CONVERSE WHY,BROWN,PLASTIC,49,15,130,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                              
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                            
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
